source_image,gt_regime,pred_regime,D_i,P_i,S_i,E_i
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,NANOPLASTIC,,False,False,,False
